Date,LongReturn_Net,ShortReturn_Net,LSReturn_Net,BenchmarkReturn,LongTurnover,LongTickers,ShortTickers,Regime_RiskOn,Regime_SGGrowth,VIX,SG_PMI,Label
2024-06-30,0.0049184058773784015,0.008028243704443983,0.012946649581822385,-0.01573870982922966,0.3333333333333333,HKL SP Equity|SIA SP Equity|YZJSGD SP Equity|SGX SP Equity|DBS SP Equity|OCBC SP Equity,KDCREIT SP Equity|CLI SP Equity|ST SP Equity|SATS SP Equity|STM SP Equity|DFI SP Equity,1.0,1,12.92,50.6,Full
2024-07-31,0.03231794269729441,-0.08384436656623126,-0.05152642386893685,0.0473535609817375,0.0,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|DBS SP Equity|OCBC SP Equity|SIA SP Equity,MINT SP Equity|SATS SP Equity|SCI SP Equity|ST SP Equity|DFI SP Equity|STM SP Equity,1.0,1,12.44,50.4,Full
2024-08-31,0.040121837109108854,-0.04573662128058671,-0.005614784171477857,0.03089048187658835,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|DBS SP Equity|SGX SP Equity|STE SP Equity|OCBC SP Equity,KDCREIT SP Equity|MINT SP Equity|SATS SP Equity|SCI SP Equity|DFI SP Equity|STM SP Equity,1.0,1,16.36,50.7,Full
2024-09-30,0.02477086978897745,-0.0857153388629465,-0.06094446907396904,0.050319606063503566,0.0,HKL SP Equity|YZJSGD SP Equity|DBS SP Equity|STE SP Equity|SGX SP Equity|OCBC SP Equity,ST SP Equity|SATS SP Equity|MINT SP Equity|SCI SP Equity|DFI SP Equity|STM SP Equity,1.0,1,15.0,50.9,Full
2024-10-31,0.032857435305330196,0.011874341076656969,0.044731776381987165,-0.013804033835305688,0.16666666666666666,HKL SP Equity|SGX SP Equity|YZJSGD SP Equity|DBS SP Equity|OCBC SP Equity|VMS SP Equity,KEP SP Equity|CLI SP Equity|JM SP Equity|SCI SP Equity|DFI SP Equity|STM SP Equity,1.0,1,16.73,51.0,Full
2024-11-30,0.030202611011109465,-0.026496613828242154,0.0037059971828673106,0.009282514779149138,0.16666666666666666,HKL SP Equity|SGX SP Equity|YZJSGD SP Equity|FLT SP Equity|DBS SP Equity|OCBC SP Equity,MINT SP Equity|CIT SP Equity|KEP SP Equity|SCI SP Equity|DFI SP Equity|STM SP Equity,0.0,1,23.16,50.8,Full
2024-12-31,0.02403970576613123,0.003805268149008901,0.02784497391514013,0.0007348372730499199,0.3333333333333333,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|FLT SP Equity|FCT SP Equity|SATS SP Equity,KEP SP Equity|CICT SP Equity|SCI SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,1,13.51,51.0,Full
2025-01-31,6.65615362101167e-05,-0.027472725803474006,-0.02740616426726389,0.0004675578279883469,0.5,HKL SP Equity|SGX SP Equity|DBS SP Equity|YZJSGD SP Equity|UOB SP Equity|SIA SP Equity,MINT SP Equity|ST SP Equity|CICT SP Equity|SCI SP Equity|DFI SP Equity|STM SP Equity,1.0,1,17.35,51.1,Full
2025-02-28,0.0013716167488763964,0.005161851655677083,0.00653346840455348,-0.00037870865267524144,0.16666666666666666,HKL SP Equity|SGX SP Equity|YZJSGD SP Equity|DBS SP Equity|SIA SP Equity|OCBC SP Equity,SCI SP Equity|MINT SP Equity|CICT SP Equity|ST SP Equity|DFI SP Equity|STM SP Equity,1.0,1,16.43,50.9,Full
2025-03-31,0.0171236933183958,-0.04862817832350692,-0.03150448500511112,0.040312680731034375,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|JM SP Equity|DBS SP Equity|OCBC SP Equity,SCI SP Equity|CICT SP Equity|MINT SP Equity|ST SP Equity|STM SP Equity|DFI SP Equity,0.0,1,19.63,50.7,Full
2025-04-30,0.026839284390725863,0.04146247225775379,0.06830175664847965,-0.005206081439719388,0.5,HKL SP Equity|SGX SP Equity|DBS SP Equity|ST SP Equity|SIA SP Equity|UOB SP Equity,SATS SP Equity|KEP SP Equity|MLT SP Equity|DFI SP Equity|CICT SP Equity|STM SP Equity,0.0,1,22.28,50.6,Full
2025-05-31,0.04211441668934547,-0.04512937699449657,-0.003014960305151096,0.01027373602842398,0.3333333333333333,HKL SP Equity|SGX SP Equity|STE SP Equity|DBS SP Equity|SIA SP Equity|UOL SP Equity,MLT SP Equity|SATS SP Equity|KEP SP Equity|CICT SP Equity|DFI SP Equity|STM SP Equity,0.0,0,24.7,49.6,Full
2025-06-30,0.05609816388762339,-0.03753896739011556,0.018559196497507834,0.03440449672187052,0.3333333333333333,HKL SP Equity|JM SP Equity|SGX SP Equity|STE SP Equity|ST SP Equity|UOL SP Equity,KDCREIT SP Equity|SATS SP Equity|MLT SP Equity|KEP SP Equity|CICT SP Equity|STM SP Equity,0.0,0,18.57,49.7,Full
2025-07-31,0.06323572222660821,-0.05927913665940665,0.003956585567201562,0.06714477878167437,0.16666666666666666,HKL SP Equity|STE SP Equity|SGX SP Equity|ST SP Equity|UOL SP Equity|SIA SP Equity,SATS SP Equity|MLT SP Equity|KDCREIT SP Equity|KEP SP Equity|CICT SP Equity|STM SP Equity,1.0,0,16.73,50.0,Full
2025-08-31,0.0253235060361143,-0.06675807354863939,-0.04143456751252508,0.0320437219890219,0.3333333333333333,HKL SP Equity|SGX SP Equity|STE SP Equity|UOL SP Equity|FLT SP Equity|MPACT SP Equity,VMS SP Equity|YZJSGD SP Equity|KEP SP Equity|DFI SP Equity|CICT SP Equity|STM SP Equity,1.0,0,16.72,49.9,Full
2025-09-30,0.04261163491690845,-0.0446076574009781,-0.0019960224840696525,0.020175621821952525,0.16666666666666666,HKL SP Equity|SGX SP Equity|STE SP Equity|UOL SP Equity|DFI SP Equity|FLT SP Equity,KEP SP Equity|MLT SP Equity|SATS SP Equity|YZJSGD SP Equity|CLAR SP Equity|STM SP Equity,1.0,0,15.36,50.0,Full
2025-10-31,-0.006767384359443132,-0.01568001300211647,-0.022447397361559603,0.024729466964587568,0.3333333333333333,HKL SP Equity|SGX SP Equity|UOL SP Equity|ST SP Equity|JM SP Equity|STE SP Equity,KDCREIT SP Equity|MLT SP Equity|SCI SP Equity|SATS SP Equity|CLAR SP Equity|STM SP Equity,1.0,1,16.28,50.1,Full
2025-11-30,0.05520539339176794,0.011605725505076114,0.06681111889684406,0.009821927225904102,0.0,HKL SP Equity|SGX SP Equity|UOL SP Equity|STE SP Equity|JM SP Equity|ST SP Equity,KEP SP Equity|MLT SP Equity|SATS SP Equity|SCI SP Equity|CLAR SP Equity|STM SP Equity,1.0,0,17.44,50.0,Full
2025-12-31,0.04404247126722084,-0.018819442384887787,0.025223028882333055,0.022955473752559623,0.3333333333333333,HKL SP Equity|SGX SP Equity|UOL SP Equity|STE SP Equity|CIT SP Equity|MPACT SP Equity,CLI SP Equity|SCI SP Equity|KDCREIT SP Equity|CLAR SP Equity|SATS SP Equity|STM SP Equity,1.0,1,16.35,50.2,Full
2026-01-31,0.11450847386077508,-0.01948630328975142,0.09502217057102366,0.05135817448133788,0.3333333333333333,HKL SP Equity|UOL SP Equity|ST SP Equity|STE SP Equity|SGX SP Equity|FLT SP Equity,UOB SP Equity|SCI SP Equity|CLAR SP Equity|SATS SP Equity|DFI SP Equity|STM SP Equity,1.0,1,14.95,50.3,Full
